,datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable,timedate,Hour,Day,Month,Year
8729,2/3/2016 14:00,2/3/2016 9:00,Solar,3.1,0,TRUE,2/3/2016 9:00,9,3,2,2016
8730,2/3/2016 14:00,2/3/2016 9:00,Wind,4077.6,0.04,TRUE,2/3/2016 9:00,9,3,2,2016
8735,2/3/2016 15:00,2/3/2016 10:00,Hydro,501.6,0.01,TRUE,2/3/2016 10:00,10,3,2,2016
8737,2/3/2016 15:00,2/3/2016 10:00,Wind,4061.8,0.04,TRUE,2/3/2016 10:00,10,3,2,2016
8741,2/3/2016 15:00,2/3/2016 10:00,Other Renewables,605.3,0,TRUE,2/3/2016 10:00,10,3,2,2016
8742,2/3/2016 15:00,2/3/2016 10:00,Solar,7.1,0,TRUE,2/3/2016 10:00,10,3,2,2016
8745,2/3/2016 16:00,2/3/2016 11:00,Hydro,557.8,0.01,TRUE,2/3/2016 11:00,11,3,2,2016
8748,2/3/2016 16:00,2/3/2016 11:00,Other Renewables,589.8,0,TRUE,2/3/2016 11:00,11,3,2,2016
8749,2/3/2016 16:00,2/3/2016 11:00,Solar,0,0,TRUE,2/3/2016 11:00,11,3,2,2016
8751,2/3/2016 16:00,2/3/2016 11:00,Wind,4273.5,0.05,TRUE,2/3/2016 11:00,11,3,2,2016
8757,2/3/2016 17:00,2/3/2016 12:00,Hydro,475.7,0.01,TRUE,2/3/2016 12:00,12,3,2,2016
8760,2/3/2016 17:00,2/3/2016 12:00,Other Renewables,587.7,0,TRUE,2/3/2016 12:00,12,3,2,2016
8761,2/3/2016 17:00,2/3/2016 12:00,Solar,6.3,0,TRUE,2/3/2016 12:00,12,3,2,2016
8763,2/3/2016 17:00,2/3/2016 12:00,Wind,4305.7,0.05,TRUE,2/3/2016 12:00,12,3,2,2016
8767,2/3/2016 18:00,2/3/2016 13:00,Hydro,609.7,0.01,TRUE,2/3/2016 13:00,13,3,2,2016
8771,2/3/2016 18:00,2/3/2016 13:00,Other Renewables,585.7,0,TRUE,2/3/2016 13:00,13,3,2,2016
8772,2/3/2016 18:00,2/3/2016 13:00,Solar,3.3,0,TRUE,2/3/2016 13:00,13,3,2,2016
8774,2/3/2016 18:00,2/3/2016 13:00,Wind,4305.7,0.05,TRUE,2/3/2016 13:00,13,3,2,2016
8776,2/3/2016 19:00,2/3/2016 14:00,Hydro,402.2,0,TRUE,2/3/2016 14:00,14,3,2,2016
8781,2/3/2016 19:00,2/3/2016 14:00,Wind,4348.5,0.05,TRUE,2/3/2016 14:00,14,3,2,2016
8783,2/3/2016 19:00,2/3/2016 14:00,Other Renewables,578.3,0,TRUE,2/3/2016 14:00,14,3,2,2016
8784,2/3/2016 19:00,2/3/2016 14:00,Solar,0,0,TRUE,2/3/2016 14:00,14,3,2,2016
8789,2/3/2016 20:00,2/3/2016 15:00,Hydro,671.9,0.01,TRUE,2/3/2016 15:00,15,3,2,2016
8794,2/3/2016 20:00,2/3/2016 15:00,Other Renewables,548,0,TRUE,2/3/2016 15:00,15,3,2,2016
8795,2/3/2016 20:00,2/3/2016 15:00,Solar,0,0,TRUE,2/3/2016 15:00,15,3,2,2016
8797,2/3/2016 20:00,2/3/2016 15:00,Wind,4124.5,0.05,TRUE,2/3/2016 15:00,15,3,2,2016
8800,2/3/2016 21:00,2/3/2016 16:00,Hydro,512.4,0.01,TRUE,2/3/2016 16:00,16,3,2,2016
8803,2/3/2016 21:00,2/3/2016 16:00,Wind,4015.8,0.04,TRUE,2/3/2016 16:00,16,3,2,2016
8805,2/3/2016 21:00,2/3/2016 16:00,Other Renewables,598.7,0,TRUE,2/3/2016 16:00,16,3,2,2016
8806,2/3/2016 21:00,2/3/2016 16:00,Solar,0,0,TRUE,2/3/2016 16:00,16,3,2,2016
8812,2/3/2016 22:00,2/3/2016 17:00,Hydro,1122.4,0.01,TRUE,2/3/2016 17:00,17,3,2,2016
8814,2/3/2016 22:00,2/3/2016 17:00,Wind,3990.2,0.04,TRUE,2/3/2016 17:00,17,3,2,2016
8816,2/3/2016 22:00,2/3/2016 17:00,Other Renewables,553.2,0,TRUE,2/3/2016 17:00,17,3,2,2016
8817,2/3/2016 22:00,2/3/2016 17:00,Solar,0,0,TRUE,2/3/2016 17:00,17,3,2,2016
8822,2/3/2016 23:00,2/3/2016 18:00,Hydro,1019.9,0.01,TRUE,2/3/2016 18:00,18,3,2,2016
8826,2/3/2016 23:00,2/3/2016 18:00,Other Renewables,574.1,0,TRUE,2/3/2016 18:00,18,3,2,2016
8827,2/3/2016 23:00,2/3/2016 18:00,Solar,0,0,TRUE,2/3/2016 18:00,18,3,2,2016
8829,2/3/2016 23:00,2/3/2016 18:00,Wind,3833.4,0.04,TRUE,2/3/2016 18:00,18,3,2,2016
8834,2/4/2016 0:00,2/3/2016 19:00,Hydro,1055.7,0.01,TRUE,2/3/2016 19:00,19,3,2,2016
8836,2/4/2016 0:00,2/3/2016 19:00,Wind,3771.7,0.04,TRUE,2/3/2016 19:00,19,3,2,2016
8838,2/4/2016 0:00,2/3/2016 19:00,Other Renewables,570.5,0,TRUE,2/3/2016 19:00,19,3,2,2016
8839,2/4/2016 0:00,2/3/2016 19:00,Solar,0,0,TRUE,2/3/2016 19:00,19,3,2,2016
8844,2/4/2016 1:00,2/3/2016 20:00,Hydro,1017.3,0.01,TRUE,2/3/2016 20:00,20,3,2,2016
8848,2/4/2016 1:00,2/3/2016 20:00,Other Renewables,572.3,0,TRUE,2/3/2016 20:00,20,3,2,2016
8849,2/4/2016 1:00,2/3/2016 20:00,Solar,0,0,TRUE,2/3/2016 20:00,20,3,2,2016
8851,2/4/2016 1:00,2/3/2016 20:00,Wind,3513.6,0.04,TRUE,2/3/2016 20:00,20,3,2,2016
8855,2/4/2016 2:00,2/3/2016 21:00,Hydro,1017.3,0.01,TRUE,2/3/2016 21:00,21,3,2,2016
8859,2/4/2016 2:00,2/3/2016 21:00,Other Renewables,572.3,0,TRUE,2/3/2016 21:00,21,3,2,2016
8860,2/4/2016 2:00,2/3/2016 21:00,Solar,0,0,TRUE,2/3/2016 21:00,21,3,2,2016
8862,2/4/2016 2:00,2/3/2016 21:00,Wind,3513.6,0.04,TRUE,2/3/2016 21:00,21,3,2,2016
8866,2/4/2016 3:00,2/3/2016 22:00,Hydro,1017.3,0.01,TRUE,2/3/2016 22:00,22,3,2,2016
8870,2/4/2016 3:00,2/3/2016 22:00,Other Renewables,572.3,0,TRUE,2/3/2016 22:00,22,3,2,2016
8871,2/4/2016 3:00,2/3/2016 22:00,Solar,0,0,TRUE,2/3/2016 22:00,22,3,2,2016
8873,2/4/2016 3:00,2/3/2016 22:00,Wind,3513.6,0.04,TRUE,2/3/2016 22:00,22,3,2,2016
8875,2/4/2016 4:00,2/3/2016 23:00,Hydro,1017.3,0.01,TRUE,2/3/2016 23:00,23,3,2,2016
8880,2/4/2016 4:00,2/3/2016 23:00,Wind,3513.6,0.04,TRUE,2/3/2016 23:00,23,3,2,2016
8882,2/4/2016 4:00,2/3/2016 23:00,Other Renewables,572.3,0,TRUE,2/3/2016 23:00,23,3,2,2016
8883,2/4/2016 4:00,2/3/2016 23:00,Solar,0,0,TRUE,2/3/2016 23:00,23,3,2,2016
8888,2/4/2016 5:00,2/4/2016 0:00,Hydro,533.4,0.01,TRUE,2/4/2016 0:00,0,4,2,2016
8892,2/4/2016 5:00,2/4/2016 0:00,Other Renewables,561.2,0.01,TRUE,2/4/2016 0:00,0,4,2,2016
8893,2/4/2016 5:00,2/4/2016 0:00,Solar,0,0,TRUE,2/4/2016 0:00,0,4,2,2016
8895,2/4/2016 5:00,2/4/2016 0:00,Wind,3072.1,0.04,TRUE,2/4/2016 0:00,0,4,2,2016
8900,2/4/2016 6:00,2/4/2016 1:00,Hydro,704.2,0.01,TRUE,2/4/2016 1:00,1,4,2,2016
8902,2/4/2016 6:00,2/4/2016 1:00,Wind,3131.3,0.04,TRUE,2/4/2016 1:00,1,4,2,2016
8904,2/4/2016 6:00,2/4/2016 1:00,Other Renewables,544.5,0.01,TRUE,2/4/2016 1:00,1,4,2,2016
8905,2/4/2016 6:00,2/4/2016 1:00,Solar,0,0,TRUE,2/4/2016 1:00,1,4,2,2016
8911,2/4/2016 7:00,2/4/2016 2:00,Hydro,713,0.01,TRUE,2/4/2016 2:00,2,4,2,2016
8913,2/4/2016 7:00,2/4/2016 2:00,Wind,2924.1,0.04,TRUE,2/4/2016 2:00,2,4,2,2016
8915,2/4/2016 7:00,2/4/2016 2:00,Other Renewables,556.3,0.01,TRUE,2/4/2016 2:00,2,4,2,2016
8916,2/4/2016 7:00,2/4/2016 2:00,Solar,0,0,TRUE,2/4/2016 2:00,2,4,2,2016
8921,2/4/2016 8:00,2/4/2016 3:00,Hydro,704.6,0.01,TRUE,2/4/2016 3:00,3,4,2,2016
8925,2/4/2016 8:00,2/4/2016 3:00,Other Renewables,584.4,0.01,TRUE,2/4/2016 3:00,3,4,2,2016
8926,2/4/2016 8:00,2/4/2016 3:00,Solar,0,0,TRUE,2/4/2016 3:00,3,4,2,2016
8928,2/4/2016 8:00,2/4/2016 3:00,Wind,2756,0.04,TRUE,2/4/2016 3:00,3,4,2,2016
8933,2/4/2016 9:00,2/4/2016 4:00,Hydro,727.7,0.01,TRUE,2/4/2016 4:00,4,4,2,2016
8935,2/4/2016 9:00,2/4/2016 4:00,Wind,2686.2,0.03,TRUE,2/4/2016 4:00,4,4,2,2016
8939,2/4/2016 9:00,2/4/2016 4:00,Other Renewables,591.1,0.01,TRUE,2/4/2016 4:00,4,4,2,2016
8940,2/4/2016 9:00,2/4/2016 4:00,Solar,0,0,TRUE,2/4/2016 4:00,4,4,2,2016
8943,2/4/2016 10:00,2/4/2016 5:00,Hydro,735.9,0.01,TRUE,2/4/2016 5:00,5,4,2,2016
8947,2/4/2016 10:00,2/4/2016 5:00,Other Renewables,612.3,0.01,TRUE,2/4/2016 5:00,5,4,2,2016
8948,2/4/2016 10:00,2/4/2016 5:00,Solar,0,0,TRUE,2/4/2016 5:00,5,4,2,2016
8950,2/4/2016 10:00,2/4/2016 5:00,Wind,2198.6,0.03,TRUE,2/4/2016 5:00,5,4,2,2016
8954,2/4/2016 11:00,2/4/2016 6:00,Hydro,741.1,0.01,TRUE,2/4/2016 6:00,6,4,2,2016
8958,2/4/2016 11:00,2/4/2016 6:00,Other Renewables,622.9,0.01,TRUE,2/4/2016 6:00,6,4,2,2016
8959,2/4/2016 11:00,2/4/2016 6:00,Solar,0,0,TRUE,2/4/2016 6:00,6,4,2,2016
8961,2/4/2016 11:00,2/4/2016 6:00,Wind,1815.4,0.02,TRUE,2/4/2016 6:00,6,4,2,2016
8965,2/4/2016 12:00,2/4/2016 7:00,Hydro,671,0.01,TRUE,2/4/2016 7:00,7,4,2,2016
8969,2/4/2016 12:00,2/4/2016 7:00,Other Renewables,600.9,0,TRUE,2/4/2016 7:00,7,4,2,2016
8970,2/4/2016 12:00,2/4/2016 7:00,Solar,0,0,TRUE,2/4/2016 7:00,7,4,2,2016
8972,2/4/2016 12:00,2/4/2016 7:00,Wind,1896.8,0.02,TRUE,2/4/2016 7:00,7,4,2,2016
8977,2/4/2016 13:00,2/4/2016 8:00,Hydro,860,0.01,TRUE,2/4/2016 8:00,8,4,2,2016
8979,2/4/2016 13:00,2/4/2016 8:00,Wind,2017.9,0.02,TRUE,2/4/2016 8:00,8,4,2,2016
8983,2/4/2016 13:00,2/4/2016 8:00,Other Renewables,606.6,0,TRUE,2/4/2016 8:00,8,4,2,2016
8984,2/4/2016 13:00,2/4/2016 8:00,Solar,0,0,TRUE,2/4/2016 8:00,8,4,2,2016
8987,2/4/2016 14:00,2/4/2016 9:00,Hydro,764.4,0.01,TRUE,2/4/2016 9:00,9,4,2,2016
8991,2/4/2016 14:00,2/4/2016 9:00,Other Renewables,584.8,0,TRUE,2/4/2016 9:00,9,4,2,2016
8992,2/4/2016 14:00,2/4/2016 9:00,Solar,4.6,0,TRUE,2/4/2016 9:00,9,4,2,2016
8994,2/4/2016 14:00,2/4/2016 9:00,Wind,1752.2,0.02,TRUE,2/4/2016 9:00,9,4,2,2016
8998,2/4/2016 15:00,2/4/2016 10:00,Hydro,756.1,0.01,TRUE,2/4/2016 10:00,10,4,2,2016
9002,2/4/2016 15:00,2/4/2016 10:00,Other Renewables,576.3,0,TRUE,2/4/2016 10:00,10,4,2,2016
9003,2/4/2016 15:00,2/4/2016 10:00,Solar,12.2,0,TRUE,2/4/2016 10:00,10,4,2,2016
9005,2/4/2016 15:00,2/4/2016 10:00,Wind,1499.7,0.02,TRUE,2/4/2016 10:00,10,4,2,2016
9009,2/4/2016 16:00,2/4/2016 11:00,Hydro,865.9,0.01,TRUE,2/4/2016 11:00,11,4,2,2016
9013,2/4/2016 16:00,2/4/2016 11:00,Other Renewables,589.8,0,TRUE,2/4/2016 11:00,11,4,2,2016
9014,2/4/2016 16:00,2/4/2016 11:00,Solar,15.4,0,TRUE,2/4/2016 11:00,11,4,2,2016
9016,2/4/2016 16:00,2/4/2016 11:00,Wind,1375.4,0.01,TRUE,2/4/2016 11:00,11,4,2,2016
9020,2/4/2016 17:00,2/4/2016 12:00,Hydro,789,0.01,TRUE,2/4/2016 12:00,12,4,2,2016
9024,2/4/2016 17:00,2/4/2016 12:00,Other Renewables,606.5,0,TRUE,2/4/2016 12:00,12,4,2,2016
9025,2/4/2016 17:00,2/4/2016 12:00,Wind,1243.9,0.01,TRUE,2/4/2016 12:00,12,4,2,2016
9027,2/4/2016 17:00,2/4/2016 12:00,Solar,13,0,TRUE,2/4/2016 12:00,12,4,2,2016
9031,2/4/2016 18:00,2/4/2016 13:00,Hydro,764.9,0.01,TRUE,2/4/2016 13:00,13,4,2,2016
9034,2/4/2016 18:00,2/4/2016 13:00,Other Renewables,619.8,0,TRUE,2/4/2016 13:00,13,4,2,2016
9035,2/4/2016 18:00,2/4/2016 13:00,Solar,12.6,0,TRUE,2/4/2016 13:00,13,4,2,2016
9037,2/4/2016 18:00,2/4/2016 13:00,Wind,983.1,0.01,TRUE,2/4/2016 13:00,13,4,2,2016
9043,2/4/2016 19:00,2/4/2016 14:00,Hydro,819.9,0.01,TRUE,2/4/2016 14:00,14,4,2,2016
9046,2/4/2016 19:00,2/4/2016 14:00,Other Renewables,600.8,0,TRUE,2/4/2016 14:00,14,4,2,2016
9047,2/4/2016 19:00,2/4/2016 14:00,Solar,12,0,TRUE,2/4/2016 14:00,14,4,2,2016
9049,2/4/2016 19:00,2/4/2016 14:00,Wind,1026.7,0.01,TRUE,2/4/2016 14:00,14,4,2,2016
9053,2/4/2016 20:00,2/4/2016 15:00,Hydro,823.1,0.01,TRUE,2/4/2016 15:00,15,4,2,2016
9057,2/4/2016 20:00,2/4/2016 15:00,Other Renewables,607.9,0,TRUE,2/4/2016 15:00,15,4,2,2016
9058,2/4/2016 20:00,2/4/2016 15:00,Solar,9,0,TRUE,2/4/2016 15:00,15,4,2,2016
9060,2/4/2016 20:00,2/4/2016 15:00,Wind,838,0.01,TRUE,2/4/2016 15:00,15,4,2,2016
9064,2/4/2016 21:00,2/4/2016 16:00,Hydro,860.5,0.01,TRUE,2/4/2016 16:00,16,4,2,2016
9068,2/4/2016 21:00,2/4/2016 16:00,Other Renewables,607.7,0,TRUE,2/4/2016 16:00,16,4,2,2016
9069,2/4/2016 21:00,2/4/2016 16:00,Solar,3.5,0,TRUE,2/4/2016 16:00,16,4,2,2016
9071,2/4/2016 21:00,2/4/2016 16:00,Wind,772.8,0.01,TRUE,2/4/2016 16:00,16,4,2,2016
9075,2/4/2016 22:00,2/4/2016 17:00,Hydro,1539.6,0.02,TRUE,2/4/2016 17:00,17,4,2,2016
9080,2/4/2016 22:00,2/4/2016 17:00,Other Renewables,623.2,0,TRUE,2/4/2016 17:00,17,4,2,2016
9081,2/4/2016 22:00,2/4/2016 17:00,Solar,0,0,TRUE,2/4/2016 17:00,17,4,2,2016
9083,2/4/2016 22:00,2/4/2016 17:00,Wind,758.2,0.01,TRUE,2/4/2016 17:00,17,4,2,2016
9086,2/4/2016 23:00,2/4/2016 18:00,Hydro,1398.8,0.01,TRUE,2/4/2016 18:00,18,4,2,2016
9089,2/4/2016 23:00,2/4/2016 18:00,Wind,658.2,0.01,TRUE,2/4/2016 18:00,18,4,2,2016
9091,2/4/2016 23:00,2/4/2016 18:00,Other Renewables,624.4,0,TRUE,2/4/2016 18:00,18,4,2,2016
9092,2/4/2016 23:00,2/4/2016 18:00,Solar,0,0,TRUE,2/4/2016 18:00,18,4,2,2016
9098,2/5/2016 0:00,2/4/2016 19:00,Hydro,1489.2,0.01,TRUE,2/4/2016 19:00,19,4,2,2016
9100,2/5/2016 0:00,2/4/2016 19:00,Wind,695.8,0.01,TRUE,2/4/2016 19:00,19,4,2,2016
9102,2/5/2016 0:00,2/4/2016 19:00,Other Renewables,613.9,0,TRUE,2/4/2016 19:00,19,4,2,2016
9103,2/5/2016 0:00,2/4/2016 19:00,Solar,0,0,TRUE,2/4/2016 19:00,19,4,2,2016
9108,2/5/2016 1:00,2/4/2016 20:00,Hydro,1486.9,0.02,TRUE,2/4/2016 20:00,20,4,2,2016
9112,2/5/2016 1:00,2/4/2016 20:00,Other Renewables,626,0,TRUE,2/4/2016 20:00,20,4,2,2016
9113,2/5/2016 1:00,2/4/2016 20:00,Solar,0,0,TRUE,2/4/2016 20:00,20,4,2,2016
9115,2/5/2016 1:00,2/4/2016 20:00,Wind,745.7,0.01,TRUE,2/4/2016 20:00,20,4,2,2016
9120,2/5/2016 2:00,2/4/2016 21:00,Hydro,1113.8,0.01,TRUE,2/4/2016 21:00,21,4,2,2016
9122,2/5/2016 2:00,2/4/2016 21:00,Wind,941.6,0.01,TRUE,2/4/2016 21:00,21,4,2,2016
9126,2/5/2016 2:00,2/4/2016 21:00,Other Renewables,623.7,0,TRUE,2/4/2016 21:00,21,4,2,2016
9127,2/5/2016 2:00,2/4/2016 21:00,Solar,0,0,TRUE,2/4/2016 21:00,21,4,2,2016
9130,2/5/2016 3:00,2/4/2016 22:00,Hydro,850.8,0.01,TRUE,2/4/2016 22:00,22,4,2,2016
9134,2/5/2016 3:00,2/4/2016 22:00,Other Renewables,615.6,0,TRUE,2/4/2016 22:00,22,4,2,2016
9135,2/5/2016 3:00,2/4/2016 22:00,Solar,0,0,TRUE,2/4/2016 22:00,22,4,2,2016
9137,2/5/2016 3:00,2/4/2016 22:00,Wind,1184.4,0.01,TRUE,2/4/2016 22:00,22,4,2,2016
9141,2/5/2016 4:00,2/4/2016 23:00,Hydro,832,0.01,TRUE,2/4/2016 23:00,23,4,2,2016
9145,2/5/2016 4:00,2/4/2016 23:00,Other Renewables,611.5,0,TRUE,2/4/2016 23:00,23,4,2,2016
9146,2/5/2016 4:00,2/4/2016 23:00,Solar,0,0,TRUE,2/4/2016 23:00,23,4,2,2016
9148,2/5/2016 4:00,2/4/2016 23:00,Wind,1459.7,0.02,TRUE,2/4/2016 23:00,23,4,2,2016
9152,2/5/2016 5:00,2/5/2016 0:00,Hydro,847.9,0.01,TRUE,2/5/2016 0:00,0,5,2,2016
9156,2/5/2016 5:00,2/5/2016 0:00,Other Renewables,619.8,0.01,TRUE,2/5/2016 0:00,0,5,2,2016
9157,2/5/2016 5:00,2/5/2016 0:00,Solar,0,0,TRUE,2/5/2016 0:00,0,5,2,2016
9159,2/5/2016 5:00,2/5/2016 0:00,Wind,1593.9,0.02,TRUE,2/5/2016 0:00,0,5,2,2016
9164,2/5/2016 6:00,2/5/2016 1:00,Hydro,849,0.01,TRUE,2/5/2016 1:00,1,5,2,2016
9166,2/5/2016 6:00,2/5/2016 1:00,Wind,1881.8,0.02,TRUE,2/5/2016 1:00,1,5,2,2016
9170,2/5/2016 6:00,2/5/2016 1:00,Other Renewables,618.6,0.01,TRUE,2/5/2016 1:00,1,5,2,2016
9171,2/5/2016 6:00,2/5/2016 1:00,Solar,0,0,TRUE,2/5/2016 1:00,1,5,2,2016
9174,2/5/2016 7:00,2/5/2016 2:00,Hydro,848.4,0.01,TRUE,2/5/2016 2:00,2,5,2,2016
9178,2/5/2016 7:00,2/5/2016 2:00,Other Renewables,607,0.01,TRUE,2/5/2016 2:00,2,5,2,2016
9179,2/5/2016 7:00,2/5/2016 2:00,Solar,0,0,TRUE,2/5/2016 2:00,2,5,2,2016
9181,2/5/2016 7:00,2/5/2016 2:00,Wind,1927.1,0.02,TRUE,2/5/2016 2:00,2,5,2,2016
9185,2/5/2016 8:00,2/5/2016 3:00,Hydro,856.4,0.01,TRUE,2/5/2016 3:00,3,5,2,2016
9189,2/5/2016 8:00,2/5/2016 3:00,Wind,2000.2,0.02,TRUE,2/5/2016 3:00,3,5,2,2016
9192,2/5/2016 8:00,2/5/2016 3:00,Other Renewables,607.7,0.01,TRUE,2/5/2016 3:00,3,5,2,2016
9193,2/5/2016 8:00,2/5/2016 3:00,Solar,0,0,TRUE,2/5/2016 3:00,3,5,2,2016
9196,2/5/2016 9:00,2/5/2016 4:00,Hydro,853.8,0.01,TRUE,2/5/2016 4:00,4,5,2,2016
9200,2/5/2016 9:00,2/5/2016 4:00,Other Renewables,612.5,0.01,TRUE,2/5/2016 4:00,4,5,2,2016
9201,2/5/2016 9:00,2/5/2016 4:00,Solar,0,0,TRUE,2/5/2016 4:00,4,5,2,2016
9203,2/5/2016 9:00,2/5/2016 4:00,Wind,2056.8,0.02,TRUE,2/5/2016 4:00,4,5,2,2016
9207,2/5/2016 10:00,2/5/2016 5:00,Hydro,872.4,0.01,TRUE,2/5/2016 5:00,5,5,2,2016
9211,2/5/2016 10:00,2/5/2016 5:00,Wind,2028.7,0.02,TRUE,2/5/2016 5:00,5,5,2,2016
9214,2/5/2016 10:00,2/5/2016 5:00,Other Renewables,606.7,0,TRUE,2/5/2016 5:00,5,5,2,2016
9215,2/5/2016 10:00,2/5/2016 5:00,Solar,0,0,TRUE,2/5/2016 5:00,5,5,2,2016
9218,2/5/2016 11:00,2/5/2016 6:00,Hydro,1616.1,0.02,TRUE,2/5/2016 6:00,6,5,2,2016
9222,2/5/2016 11:00,2/5/2016 6:00,Other Renewables,623,0,TRUE,2/5/2016 6:00,6,5,2,2016
9223,2/5/2016 11:00,2/5/2016 6:00,Solar,0,0,TRUE,2/5/2016 6:00,6,5,2,2016
9225,2/5/2016 11:00,2/5/2016 6:00,Wind,1875.7,0.02,TRUE,2/5/2016 6:00,6,5,2,2016
9229,2/5/2016 12:00,2/5/2016 7:00,Hydro,1565,0.02,TRUE,2/5/2016 7:00,7,5,2,2016
9233,2/5/2016 12:00,2/5/2016 7:00,Other Renewables,592.4,0,TRUE,2/5/2016 7:00,7,5,2,2016
9234,2/5/2016 12:00,2/5/2016 7:00,Solar,0,0,TRUE,2/5/2016 7:00,7,5,2,2016
9236,2/5/2016 12:00,2/5/2016 7:00,Wind,1886.7,0.02,TRUE,2/5/2016 7:00,7,5,2,2016
9240,2/5/2016 13:00,2/5/2016 8:00,Hydro,1494.3,0.01,TRUE,2/5/2016 8:00,8,5,2,2016
9244,2/5/2016 13:00,2/5/2016 8:00,Other Renewables,606.2,0,TRUE,2/5/2016 8:00,8,5,2,2016
9245,2/5/2016 13:00,2/5/2016 8:00,Solar,1.9,0,TRUE,2/5/2016 8:00,8,5,2,2016
9247,2/5/2016 13:00,2/5/2016 8:00,Wind,1733.5,0.02,TRUE,2/5/2016 8:00,8,5,2,2016
9252,2/5/2016 14:00,2/5/2016 9:00,Hydro,1150.6,0.01,TRUE,2/5/2016 9:00,9,5,2,2016
9256,2/5/2016 14:00,2/5/2016 9:00,Other Renewables,594.1,0,TRUE,2/5/2016 9:00,9,5,2,2016
9257,2/5/2016 14:00,2/5/2016 9:00,Solar,3.4,0,TRUE,2/5/2016 9:00,9,5,2,2016
9259,2/5/2016 14:00,2/5/2016 9:00,Wind,1433.4,0.01,TRUE,2/5/2016 9:00,9,5,2,2016
9262,2/5/2016 15:00,2/5/2016 10:00,Hydro,980.1,0.01,TRUE,2/5/2016 10:00,10,5,2,2016
9266,2/5/2016 15:00,2/5/2016 10:00,Other Renewables,561.5,0,TRUE,2/5/2016 10:00,10,5,2,2016
9267,2/5/2016 15:00,2/5/2016 10:00,Solar,2.2,0,TRUE,2/5/2016 10:00,10,5,2,2016
9269,2/5/2016 15:00,2/5/2016 10:00,Wind,1168.9,0.01,TRUE,2/5/2016 10:00,10,5,2,2016
9274,2/5/2016 16:00,2/5/2016 11:00,Hydro,790.6,0.01,TRUE,2/5/2016 11:00,11,5,2,2016
9276,2/5/2016 16:00,2/5/2016 11:00,Wind,1277.2,0.01,TRUE,2/5/2016 11:00,11,5,2,2016
9278,2/5/2016 16:00,2/5/2016 11:00,Other Renewables,542.5,0,TRUE,2/5/2016 11:00,11,5,2,2016
9279,2/5/2016 16:00,2/5/2016 11:00,Solar,4.9,0,TRUE,2/5/2016 11:00,11,5,2,2016
9285,2/5/2016 17:00,2/5/2016 12:00,Hydro,811.5,0.01,TRUE,2/5/2016 12:00,12,5,2,2016
9287,2/5/2016 17:00,2/5/2016 12:00,Wind,1246.8,0.01,TRUE,2/5/2016 12:00,12,5,2,2016
9289,2/5/2016 17:00,2/5/2016 12:00,Other Renewables,539.9,0,TRUE,2/5/2016 12:00,12,5,2,2016
9290,2/5/2016 17:00,2/5/2016 12:00,Solar,23.7,0,TRUE,2/5/2016 12:00,12,5,2,2016
9295,2/5/2016 18:00,2/5/2016 13:00,Hydro,809.2,0.01,TRUE,2/5/2016 13:00,13,5,2,2016
9299,2/5/2016 18:00,2/5/2016 13:00,Other Renewables,541.3,0,TRUE,2/5/2016 13:00,13,5,2,2016
9300,2/5/2016 18:00,2/5/2016 13:00,Solar,32.1,0,TRUE,2/5/2016 13:00,13,5,2,2016
9302,2/5/2016 18:00,2/5/2016 13:00,Wind,1177.4,0.01,TRUE,2/5/2016 13:00,13,5,2,2016
9307,2/5/2016 19:00,2/5/2016 14:00,Hydro,831.4,0.01,TRUE,2/5/2016 14:00,14,5,2,2016
9309,2/5/2016 19:00,2/5/2016 14:00,Wind,1170.5,0.01,TRUE,2/5/2016 14:00,14,5,2,2016
9313,2/5/2016 19:00,2/5/2016 14:00,Other Renewables,534.2,0,TRUE,2/5/2016 14:00,14,5,2,2016
9314,2/5/2016 19:00,2/5/2016 14:00,Solar,11.5,0,TRUE,2/5/2016 14:00,14,5,2,2016
9317,2/5/2016 20:00,2/5/2016 15:00,Hydro,840.9,0.01,TRUE,2/5/2016 15:00,15,5,2,2016
9321,2/5/2016 20:00,2/5/2016 15:00,Other Renewables,513.7,0,TRUE,2/5/2016 15:00,15,5,2,2016
9322,2/5/2016 20:00,2/5/2016 15:00,Solar,23,0,TRUE,2/5/2016 15:00,15,5,2,2016
9324,2/5/2016 20:00,2/5/2016 15:00,Wind,1140.6,0.01,TRUE,2/5/2016 15:00,15,5,2,2016
9328,2/5/2016 21:00,2/5/2016 16:00,Hydro,845,0.01,TRUE,2/5/2016 16:00,16,5,2,2016
9332,2/5/2016 21:00,2/5/2016 16:00,Other Renewables,497.4,0,TRUE,2/5/2016 16:00,16,5,2,2016
9333,2/5/2016 21:00,2/5/2016 16:00,Solar,10.5,0,TRUE,2/5/2016 16:00,16,5,2,2016
9335,2/5/2016 21:00,2/5/2016 16:00,Wind,1124.8,0.01,TRUE,2/5/2016 16:00,16,5,2,2016
9339,2/5/2016 22:00,2/5/2016 17:00,Hydro,1468.3,0.02,TRUE,2/5/2016 17:00,17,5,2,2016
9343,2/5/2016 22:00,2/5/2016 17:00,Other Renewables,496.9,0,TRUE,2/5/2016 17:00,17,5,2,2016
9344,2/5/2016 22:00,2/5/2016 17:00,Solar,0,0,TRUE,2/5/2016 17:00,17,5,2,2016
