,datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable,timedate,Hour,Day,Month,Year
70372,9/24/2016 2:00,9/23/2016 22:00,Solar,2,0,TRUE,9/23/2016 22:00,22,23,9,2016
70374,9/24/2016 2:00,9/23/2016 22:00,Wind,1286.8,0.01,TRUE,9/23/2016 22:00,22,23,9,2016
70378,9/24/2016 3:00,9/23/2016 23:00,Hydro,188.1,0,TRUE,9/23/2016 23:00,23,23,9,2016
70382,9/24/2016 3:00,9/23/2016 23:00,Other Renewables,624.8,0,TRUE,9/23/2016 23:00,23,23,9,2016
70383,9/24/2016 3:00,9/23/2016 23:00,Solar,1.9,0,TRUE,9/23/2016 23:00,23,23,9,2016
70385,9/24/2016 3:00,9/23/2016 23:00,Wind,878.7,0.01,TRUE,9/23/2016 23:00,23,23,9,2016
70389,9/24/2016 4:00,9/24/2016 0:00,Hydro,167,0,TRUE,9/24/2016 0:00,0,24,9,2016
70393,9/24/2016 4:00,9/24/2016 0:00,Other Renewables,648.7,0,TRUE,9/24/2016 0:00,0,24,9,2016
70394,9/24/2016 4:00,9/24/2016 0:00,Solar,2,0,TRUE,9/24/2016 0:00,0,24,9,2016
70396,9/24/2016 4:00,9/24/2016 0:00,Wind,901.4,0.01,TRUE,9/24/2016 0:00,0,24,9,2016
70401,9/24/2016 5:00,9/24/2016 1:00,Hydro,175.4,0,TRUE,9/24/2016 1:00,1,24,9,2016
70405,9/24/2016 5:00,9/24/2016 1:00,Wind,1022.6,0.01,TRUE,9/24/2016 1:00,1,24,9,2016
70407,9/24/2016 5:00,9/24/2016 1:00,Other Renewables,643.4,0.01,TRUE,9/24/2016 1:00,1,24,9,2016
70408,9/24/2016 5:00,9/24/2016 1:00,Solar,2,0,TRUE,9/24/2016 1:00,1,24,9,2016
70411,9/24/2016 6:00,9/24/2016 2:00,Hydro,173.1,0,TRUE,9/24/2016 2:00,2,24,9,2016
70415,9/24/2016 6:00,9/24/2016 2:00,Other Renewables,639.5,0.01,TRUE,9/24/2016 2:00,2,24,9,2016
70416,9/24/2016 6:00,9/24/2016 2:00,Solar,2,0,TRUE,9/24/2016 2:00,2,24,9,2016
70418,9/24/2016 6:00,9/24/2016 2:00,Wind,917.1,0.01,TRUE,9/24/2016 2:00,2,24,9,2016
70422,9/24/2016 7:00,9/24/2016 3:00,Hydro,170.4,0,TRUE,9/24/2016 3:00,3,24,9,2016
70426,9/24/2016 7:00,9/24/2016 3:00,Other Renewables,632.3,0.01,TRUE,9/24/2016 3:00,3,24,9,2016
70427,9/24/2016 7:00,9/24/2016 3:00,Solar,2,0,TRUE,9/24/2016 3:00,3,24,9,2016
70429,9/24/2016 7:00,9/24/2016 3:00,Wind,967.3,0.01,TRUE,9/24/2016 3:00,3,24,9,2016
70433,9/24/2016 8:00,9/24/2016 4:00,Hydro,206.2,0,TRUE,9/24/2016 4:00,4,24,9,2016
70437,9/24/2016 8:00,9/24/2016 4:00,Other Renewables,609.1,0.01,TRUE,9/24/2016 4:00,4,24,9,2016
70438,9/24/2016 8:00,9/24/2016 4:00,Solar,1.9,0,TRUE,9/24/2016 4:00,4,24,9,2016
70440,9/24/2016 8:00,9/24/2016 4:00,Wind,867.1,0.01,TRUE,9/24/2016 4:00,4,24,9,2016
70444,9/24/2016 9:00,9/24/2016 5:00,Hydro,190.5,0,TRUE,9/24/2016 5:00,5,24,9,2016
70448,9/24/2016 9:00,9/24/2016 5:00,Other Renewables,416.3,0,TRUE,9/24/2016 5:00,5,24,9,2016
70449,9/24/2016 9:00,9/24/2016 5:00,Wind,680.5,0.01,TRUE,9/24/2016 5:00,5,24,9,2016
70451,9/24/2016 9:00,9/24/2016 5:00,Solar,2,0,TRUE,9/24/2016 5:00,5,24,9,2016
70455,9/24/2016 10:00,9/24/2016 6:00,Hydro,209.9,0,TRUE,9/24/2016 6:00,6,24,9,2016
70458,9/24/2016 10:00,9/24/2016 6:00,Other Renewables,416.8,0,TRUE,9/24/2016 6:00,6,24,9,2016
70459,9/24/2016 10:00,9/24/2016 6:00,Solar,2,0,TRUE,9/24/2016 6:00,6,24,9,2016
70461,9/24/2016 10:00,9/24/2016 6:00,Wind,604.2,0.01,TRUE,9/24/2016 6:00,6,24,9,2016
70467,9/24/2016 11:00,9/24/2016 7:00,Hydro,215.2,0,TRUE,9/24/2016 7:00,7,24,9,2016
70470,9/24/2016 11:00,9/24/2016 7:00,Other Renewables,417.6,0,TRUE,9/24/2016 7:00,7,24,9,2016
70471,9/24/2016 11:00,9/24/2016 7:00,Solar,5.5,0,TRUE,9/24/2016 7:00,7,24,9,2016
70473,9/24/2016 11:00,9/24/2016 7:00,Wind,574.1,0.01,TRUE,9/24/2016 7:00,7,24,9,2016
70477,9/24/2016 12:00,9/24/2016 8:00,Hydro,219,0,TRUE,9/24/2016 8:00,8,24,9,2016
70481,9/24/2016 12:00,9/24/2016 8:00,Other Renewables,444.6,0,TRUE,9/24/2016 8:00,8,24,9,2016
70482,9/24/2016 12:00,9/24/2016 8:00,Solar,78.2,0,TRUE,9/24/2016 8:00,8,24,9,2016
70484,9/24/2016 12:00,9/24/2016 8:00,Wind,556.2,0.01,TRUE,9/24/2016 8:00,8,24,9,2016
70486,9/24/2016 13:00,9/24/2016 9:00,Hydro,221.3,0,TRUE,9/24/2016 9:00,9,24,9,2016
70492,9/24/2016 13:00,9/24/2016 9:00,Wind,460.1,0.01,TRUE,9/24/2016 9:00,9,24,9,2016
70493,9/24/2016 13:00,9/24/2016 9:00,Other Renewables,442.4,0,TRUE,9/24/2016 9:00,9,24,9,2016
70494,9/24/2016 13:00,9/24/2016 9:00,Solar,129.7,0,TRUE,9/24/2016 9:00,9,24,9,2016
70499,9/24/2016 14:00,9/24/2016 10:00,Hydro,219,0,TRUE,9/24/2016 10:00,10,24,9,2016
70504,9/24/2016 14:00,9/24/2016 10:00,Other Renewables,455.7,0,TRUE,9/24/2016 10:00,10,24,9,2016
70505,9/24/2016 14:00,9/24/2016 10:00,Solar,169.8,0,TRUE,9/24/2016 10:00,10,24,9,2016
70507,9/24/2016 14:00,9/24/2016 10:00,Wind,343.5,0,TRUE,9/24/2016 10:00,10,24,9,2016
70510,9/24/2016 15:00,9/24/2016 11:00,Hydro,219.8,0,TRUE,9/24/2016 11:00,11,24,9,2016
70513,9/24/2016 15:00,9/24/2016 11:00,Wind,311.3,0,TRUE,9/24/2016 11:00,11,24,9,2016
70515,9/24/2016 15:00,9/24/2016 11:00,Other Renewables,449.9,0,TRUE,9/24/2016 11:00,11,24,9,2016
70516,9/24/2016 15:00,9/24/2016 11:00,Solar,203.6,0,TRUE,9/24/2016 11:00,11,24,9,2016
70522,9/24/2016 16:00,9/24/2016 12:00,Hydro,405.7,0,TRUE,9/24/2016 12:00,12,24,9,2016
70524,9/24/2016 16:00,9/24/2016 12:00,Wind,307.9,0,TRUE,9/24/2016 12:00,12,24,9,2016
70526,9/24/2016 16:00,9/24/2016 12:00,Other Renewables,466.4,0,TRUE,9/24/2016 12:00,12,24,9,2016
70527,9/24/2016 16:00,9/24/2016 12:00,Solar,193.3,0,TRUE,9/24/2016 12:00,12,24,9,2016
70532,9/24/2016 17:00,9/24/2016 13:00,Hydro,1684.1,0.02,TRUE,9/24/2016 13:00,13,24,9,2016
70536,9/24/2016 17:00,9/24/2016 13:00,Other Renewables,453.3,0,TRUE,9/24/2016 13:00,13,24,9,2016
70537,9/24/2016 17:00,9/24/2016 13:00,Solar,215.2,0,TRUE,9/24/2016 13:00,13,24,9,2016
70539,9/24/2016 17:00,9/24/2016 13:00,Wind,305.2,0,TRUE,9/24/2016 13:00,13,24,9,2016
70544,9/24/2016 18:00,9/24/2016 14:00,Hydro,2398.1,0.03,TRUE,9/24/2016 14:00,14,24,9,2016
70546,9/24/2016 18:00,9/24/2016 14:00,Wind,389.2,0,TRUE,9/24/2016 14:00,14,24,9,2016
70550,9/24/2016 18:00,9/24/2016 14:00,Other Renewables,462.3,0,TRUE,9/24/2016 14:00,14,24,9,2016
70551,9/24/2016 18:00,9/24/2016 14:00,Solar,238.4,0,TRUE,9/24/2016 14:00,14,24,9,2016
70554,9/24/2016 19:00,9/24/2016 15:00,Hydro,3321.2,0.03,TRUE,9/24/2016 15:00,15,24,9,2016
70558,9/24/2016 19:00,9/24/2016 15:00,Other Renewables,439.9,0,TRUE,9/24/2016 15:00,15,24,9,2016
70559,9/24/2016 19:00,9/24/2016 15:00,Solar,240.9,0,TRUE,9/24/2016 15:00,15,24,9,2016
70561,9/24/2016 19:00,9/24/2016 15:00,Wind,338.9,0,TRUE,9/24/2016 15:00,15,24,9,2016
70565,9/24/2016 20:00,9/24/2016 16:00,Hydro,3455.8,0.04,TRUE,9/24/2016 16:00,16,24,9,2016
70569,9/24/2016 20:00,9/24/2016 16:00,Other Renewables,445.9,0,TRUE,9/24/2016 16:00,16,24,9,2016
70570,9/24/2016 20:00,9/24/2016 16:00,Solar,210.1,0,TRUE,9/24/2016 16:00,16,24,9,2016
70572,9/24/2016 20:00,9/24/2016 16:00,Wind,309.1,0,TRUE,9/24/2016 16:00,16,24,9,2016
70576,9/24/2016 21:00,9/24/2016 17:00,Hydro,3390.7,0.04,TRUE,9/24/2016 17:00,17,24,9,2016
70580,9/24/2016 21:00,9/24/2016 17:00,Other Renewables,449.4,0,TRUE,9/24/2016 17:00,17,24,9,2016
70581,9/24/2016 21:00,9/24/2016 17:00,Solar,129.6,0,TRUE,9/24/2016 17:00,17,24,9,2016
70583,9/24/2016 21:00,9/24/2016 17:00,Wind,428.8,0,TRUE,9/24/2016 17:00,17,24,9,2016
70588,9/24/2016 22:00,9/24/2016 18:00,Hydro,2070.2,0.02,TRUE,9/24/2016 18:00,18,24,9,2016
70590,9/24/2016 22:00,9/24/2016 18:00,Wind,599.2,0.01,TRUE,9/24/2016 18:00,18,24,9,2016
70594,9/24/2016 22:00,9/24/2016 18:00,Other Renewables,457.7,0,TRUE,9/24/2016 18:00,18,24,9,2016
70595,9/24/2016 22:00,9/24/2016 18:00,Solar,9.9,0,TRUE,9/24/2016 18:00,18,24,9,2016
70598,9/24/2016 23:00,9/24/2016 19:00,Hydro,1144.6,0.01,TRUE,9/24/2016 19:00,19,24,9,2016
70602,9/24/2016 23:00,9/24/2016 19:00,Other Renewables,460.4,0,TRUE,9/24/2016 19:00,19,24,9,2016
70603,9/24/2016 23:00,9/24/2016 19:00,Solar,2,0,TRUE,9/24/2016 19:00,19,24,9,2016
70605,9/24/2016 23:00,9/24/2016 19:00,Wind,803.8,0.01,TRUE,9/24/2016 19:00,19,24,9,2016
70609,9/25/2016 0:00,9/24/2016 20:00,Hydro,688.7,0.01,TRUE,9/24/2016 20:00,20,24,9,2016
70613,9/25/2016 0:00,9/24/2016 20:00,Wind,1313.3,0.01,TRUE,9/24/2016 20:00,20,24,9,2016
70616,9/25/2016 0:00,9/24/2016 20:00,Other Renewables,434,0,TRUE,9/24/2016 20:00,20,24,9,2016
70617,9/25/2016 0:00,9/24/2016 20:00,Solar,2,0,TRUE,9/24/2016 20:00,20,24,9,2016
70620,9/25/2016 1:00,9/24/2016 21:00,Hydro,244.1,0,TRUE,9/24/2016 21:00,21,24,9,2016
70624,9/25/2016 1:00,9/24/2016 21:00,Other Renewables,423.5,0,TRUE,9/24/2016 21:00,21,24,9,2016
70625,9/25/2016 1:00,9/24/2016 21:00,Solar,2,0,TRUE,9/24/2016 21:00,21,24,9,2016
70627,9/25/2016 1:00,9/24/2016 21:00,Wind,1602.3,0.02,TRUE,9/24/2016 21:00,21,24,9,2016
70631,9/25/2016 2:00,9/24/2016 22:00,Hydro,242.7,0,TRUE,9/24/2016 22:00,22,24,9,2016
70635,9/25/2016 2:00,9/24/2016 22:00,Wind,1659.1,0.02,TRUE,9/24/2016 22:00,22,24,9,2016
70638,9/25/2016 2:00,9/24/2016 22:00,Other Renewables,412.7,0,TRUE,9/24/2016 22:00,22,24,9,2016
70639,9/25/2016 2:00,9/24/2016 22:00,Solar,2,0,TRUE,9/24/2016 22:00,22,24,9,2016
70642,9/25/2016 3:00,9/24/2016 23:00,Hydro,226.1,0,TRUE,9/24/2016 23:00,23,24,9,2016
70646,9/25/2016 3:00,9/24/2016 23:00,Other Renewables,381.9,0,TRUE,9/24/2016 23:00,23,24,9,2016
70647,9/25/2016 3:00,9/24/2016 23:00,Solar,2,0,TRUE,9/24/2016 23:00,23,24,9,2016
70649,9/25/2016 3:00,9/24/2016 23:00,Wind,1602.8,0.02,TRUE,9/24/2016 23:00,23,24,9,2016
70653,9/25/2016 4:00,9/25/2016 0:00,Hydro,223.4,0,TRUE,9/25/2016 0:00,0,25,9,2016
70657,9/25/2016 4:00,9/25/2016 0:00,Other Renewables,474.7,0,TRUE,9/25/2016 0:00,0,25,9,2016
70658,9/25/2016 4:00,9/25/2016 0:00,Solar,2,0,TRUE,9/25/2016 0:00,0,25,9,2016
70660,9/25/2016 4:00,9/25/2016 0:00,Wind,1764.8,0.02,TRUE,9/25/2016 0:00,0,25,9,2016
70664,9/25/2016 5:00,9/25/2016 1:00,Hydro,223.7,0,TRUE,9/25/2016 1:00,1,25,9,2016
70668,9/25/2016 5:00,9/25/2016 1:00,Other Renewables,468,0,TRUE,9/25/2016 1:00,1,25,9,2016
70669,9/25/2016 5:00,9/25/2016 1:00,Solar,2,0,TRUE,9/25/2016 1:00,1,25,9,2016
70671,9/25/2016 5:00,9/25/2016 1:00,Wind,1736,0.02,TRUE,9/25/2016 1:00,1,25,9,2016
70675,9/25/2016 6:00,9/25/2016 2:00,Hydro,214,0,TRUE,9/25/2016 2:00,2,25,9,2016
70679,9/25/2016 6:00,9/25/2016 2:00,Other Renewables,469.9,0,TRUE,9/25/2016 2:00,2,25,9,2016
70680,9/25/2016 6:00,9/25/2016 2:00,Wind,1840.2,0.03,TRUE,9/25/2016 2:00,2,25,9,2016
70682,9/25/2016 6:00,9/25/2016 2:00,Solar,2,0,TRUE,9/25/2016 2:00,2,25,9,2016
70686,9/25/2016 7:00,9/25/2016 3:00,Hydro,214,0,TRUE,9/25/2016 3:00,3,25,9,2016
70690,9/25/2016 7:00,9/25/2016 3:00,Other Renewables,482,0,TRUE,9/25/2016 3:00,3,25,9,2016
70691,9/25/2016 7:00,9/25/2016 3:00,Solar,2,0,TRUE,9/25/2016 3:00,3,25,9,2016
70693,9/25/2016 7:00,9/25/2016 3:00,Wind,1549.2,0.02,TRUE,9/25/2016 3:00,3,25,9,2016
70698,9/25/2016 8:00,9/25/2016 4:00,Hydro,220.8,0,TRUE,9/25/2016 4:00,4,25,9,2016
70700,9/25/2016 8:00,9/25/2016 4:00,Solar,2,0,TRUE,9/25/2016 4:00,4,25,9,2016
70702,9/25/2016 8:00,9/25/2016 4:00,Other Renewables,480.9,0,TRUE,9/25/2016 4:00,4,25,9,2016
70704,9/25/2016 8:00,9/25/2016 4:00,Wind,1618,0.02,TRUE,9/25/2016 4:00,4,25,9,2016
70709,9/25/2016 9:00,9/25/2016 5:00,Hydro,233.7,0,TRUE,9/25/2016 5:00,5,25,9,2016
70711,9/25/2016 9:00,9/25/2016 5:00,Solar,2,0,TRUE,9/25/2016 5:00,5,25,9,2016
70713,9/25/2016 9:00,9/25/2016 5:00,Other Renewables,462.3,0,TRUE,9/25/2016 5:00,5,25,9,2016
70714,9/25/2016 9:00,9/25/2016 5:00,Wind,1427.6,0.02,TRUE,9/25/2016 5:00,5,25,9,2016
70719,9/25/2016 10:00,9/25/2016 6:00,Hydro,255.2,0,TRUE,9/25/2016 6:00,6,25,9,2016
70723,9/25/2016 10:00,9/25/2016 6:00,Other Renewables,463.1,0,TRUE,9/25/2016 6:00,6,25,9,2016
70724,9/25/2016 10:00,9/25/2016 6:00,Solar,2,0,TRUE,9/25/2016 6:00,6,25,9,2016
70726,9/25/2016 10:00,9/25/2016 6:00,Wind,1311.3,0.02,TRUE,9/25/2016 6:00,6,25,9,2016
70731,9/25/2016 11:00,9/25/2016 7:00,Hydro,365.6,0.01,TRUE,9/25/2016 7:00,7,25,9,2016
70733,9/25/2016 11:00,9/25/2016 7:00,Solar,1.1,0,TRUE,9/25/2016 7:00,7,25,9,2016
70737,9/25/2016 11:00,9/25/2016 7:00,Other Renewables,472.9,0,TRUE,9/25/2016 7:00,7,25,9,2016
70738,9/25/2016 11:00,9/25/2016 7:00,Wind,1419.7,0.02,TRUE,9/25/2016 7:00,7,25,9,2016
70741,9/25/2016 12:00,9/25/2016 8:00,Hydro,362.4,0,TRUE,9/25/2016 8:00,8,25,9,2016
70745,9/25/2016 12:00,9/25/2016 8:00,Other Renewables,474.3,0,TRUE,9/25/2016 8:00,8,25,9,2016
70746,9/25/2016 12:00,9/25/2016 8:00,Solar,63.2,0,TRUE,9/25/2016 8:00,8,25,9,2016
70748,9/25/2016 12:00,9/25/2016 8:00,Wind,1407.3,0.02,TRUE,9/25/2016 8:00,8,25,9,2016
70752,9/25/2016 13:00,9/25/2016 9:00,Hydro,256.6,0,TRUE,9/25/2016 9:00,9,25,9,2016
70756,9/25/2016 13:00,9/25/2016 9:00,Other Renewables,477.2,0,TRUE,9/25/2016 9:00,9,25,9,2016
70757,9/25/2016 13:00,9/25/2016 9:00,Solar,153.7,0,TRUE,9/25/2016 9:00,9,25,9,2016
70759,9/25/2016 13:00,9/25/2016 9:00,Wind,805.1,0.01,TRUE,9/25/2016 9:00,9,25,9,2016
70763,9/25/2016 14:00,9/25/2016 10:00,Hydro,246,0,TRUE,9/25/2016 10:00,10,25,9,2016
70767,9/25/2016 14:00,9/25/2016 10:00,Other Renewables,479.7,0,TRUE,9/25/2016 10:00,10,25,9,2016
70768,9/25/2016 14:00,9/25/2016 10:00,Solar,216.5,0,TRUE,9/25/2016 10:00,10,25,9,2016
70770,9/25/2016 14:00,9/25/2016 10:00,Wind,446.2,0.01,TRUE,9/25/2016 10:00,10,25,9,2016
70775,9/25/2016 15:00,9/25/2016 11:00,Hydro,240.8,0,TRUE,9/25/2016 11:00,11,25,9,2016
70777,9/25/2016 15:00,9/25/2016 11:00,Solar,264.4,0,TRUE,9/25/2016 11:00,11,25,9,2016
70780,9/25/2016 15:00,9/25/2016 11:00,Wind,434.6,0.01,TRUE,9/25/2016 11:00,11,25,9,2016
70781,9/25/2016 15:00,9/25/2016 11:00,Other Renewables,485.4,0,TRUE,9/25/2016 11:00,11,25,9,2016
70785,9/25/2016 16:00,9/25/2016 12:00,Hydro,288.1,0,TRUE,9/25/2016 12:00,12,25,9,2016
70789,9/25/2016 16:00,9/25/2016 12:00,Other Renewables,486,0,TRUE,9/25/2016 12:00,12,25,9,2016
70790,9/25/2016 16:00,9/25/2016 12:00,Solar,267.6,0,TRUE,9/25/2016 12:00,12,25,9,2016
70792,9/25/2016 16:00,9/25/2016 12:00,Wind,613.2,0.01,TRUE,9/25/2016 12:00,12,25,9,2016
70796,9/25/2016 17:00,9/25/2016 13:00,Hydro,592,0.01,TRUE,9/25/2016 13:00,13,25,9,2016
70800,9/25/2016 17:00,9/25/2016 13:00,Other Renewables,505.3,0,TRUE,9/25/2016 13:00,13,25,9,2016
70801,9/25/2016 17:00,9/25/2016 13:00,Solar,290.4,0,TRUE,9/25/2016 13:00,13,25,9,2016
70803,9/25/2016 17:00,9/25/2016 13:00,Wind,930.1,0.01,TRUE,9/25/2016 13:00,13,25,9,2016
70807,9/25/2016 18:00,9/25/2016 14:00,Hydro,1507.1,0.02,TRUE,9/25/2016 14:00,14,25,9,2016
70811,9/25/2016 18:00,9/25/2016 14:00,Other Renewables,515.7,0,TRUE,9/25/2016 14:00,14,25,9,2016
70812,9/25/2016 18:00,9/25/2016 14:00,Solar,256.6,0,TRUE,9/25/2016 14:00,14,25,9,2016
70814,9/25/2016 18:00,9/25/2016 14:00,Wind,919,0.01,TRUE,9/25/2016 14:00,14,25,9,2016
70818,9/25/2016 19:00,9/25/2016 15:00,Hydro,1196.5,0.01,TRUE,9/25/2016 15:00,15,25,9,2016
70822,9/25/2016 19:00,9/25/2016 15:00,Wind,1122.7,0.01,TRUE,9/25/2016 15:00,15,25,9,2016
70825,9/25/2016 19:00,9/25/2016 15:00,Other Renewables,527.8,0,TRUE,9/25/2016 15:00,15,25,9,2016
70826,9/25/2016 19:00,9/25/2016 15:00,Solar,210.8,0,TRUE,9/25/2016 15:00,15,25,9,2016
70829,9/25/2016 20:00,9/25/2016 16:00,Hydro,2160.6,0.02,TRUE,9/25/2016 16:00,16,25,9,2016
70833,9/25/2016 20:00,9/25/2016 16:00,Other Renewables,589.1,0,TRUE,9/25/2016 16:00,16,25,9,2016
70834,9/25/2016 20:00,9/25/2016 16:00,Solar,160.5,0,TRUE,9/25/2016 16:00,16,25,9,2016
70836,9/25/2016 20:00,9/25/2016 16:00,Wind,1270.1,0.01,TRUE,9/25/2016 16:00,16,25,9,2016
70840,9/25/2016 21:00,9/25/2016 17:00,Hydro,2839.6,0.03,TRUE,9/25/2016 17:00,17,25,9,2016
70844,9/25/2016 21:00,9/25/2016 17:00,Other Renewables,591.4,0,TRUE,9/25/2016 17:00,17,25,9,2016
70845,9/25/2016 21:00,9/25/2016 17:00,Solar,71,0,TRUE,9/25/2016 17:00,17,25,9,2016
70847,9/25/2016 21:00,9/25/2016 17:00,Wind,1317.1,0.01,TRUE,9/25/2016 17:00,17,25,9,2016
70851,9/25/2016 22:00,9/25/2016 18:00,Hydro,2300.6,0.02,TRUE,9/25/2016 18:00,18,25,9,2016
70855,9/25/2016 22:00,9/25/2016 18:00,Other Renewables,605.3,0,TRUE,9/25/2016 18:00,18,25,9,2016
70856,9/25/2016 22:00,9/25/2016 18:00,Solar,5.5,0,TRUE,9/25/2016 18:00,18,25,9,2016
70858,9/25/2016 22:00,9/25/2016 18:00,Wind,1409.8,0.01,TRUE,9/25/2016 18:00,18,25,9,2016
70862,9/25/2016 23:00,9/25/2016 19:00,Hydro,3060.3,0.03,TRUE,9/25/2016 19:00,19,25,9,2016
70866,9/25/2016 23:00,9/25/2016 19:00,Other Renewables,583.8,0,TRUE,9/25/2016 19:00,19,25,9,2016
70867,9/25/2016 23:00,9/25/2016 19:00,Solar,1.8,0,TRUE,9/25/2016 19:00,19,25,9,2016
70869,9/25/2016 23:00,9/25/2016 19:00,Wind,1405.2,0.01,TRUE,9/25/2016 19:00,19,25,9,2016
70873,9/26/2016 0:00,9/25/2016 20:00,Hydro,2641.9,0.03,TRUE,9/25/2016 20:00,20,25,9,2016
70877,9/26/2016 0:00,9/25/2016 20:00,Other Renewables,612.3,0,TRUE,9/25/2016 20:00,20,25,9,2016
70878,9/26/2016 0:00,9/25/2016 20:00,Solar,2,0,TRUE,9/25/2016 20:00,20,25,9,2016
70880,9/26/2016 0:00,9/25/2016 20:00,Wind,1694.1,0.02,TRUE,9/25/2016 20:00,20,25,9,2016
70885,9/26/2016 1:00,9/25/2016 21:00,Hydro,172.4,0,TRUE,9/25/2016 21:00,21,25,9,2016
70887,9/26/2016 1:00,9/25/2016 21:00,Wind,2154.2,0.02,TRUE,9/25/2016 21:00,21,25,9,2016
70889,9/26/2016 1:00,9/25/2016 21:00,Other Renewables,601.1,0,TRUE,9/25/2016 21:00,21,25,9,2016
70890,9/26/2016 1:00,9/25/2016 21:00,Solar,2,0,TRUE,9/25/2016 21:00,21,25,9,2016
70896,9/26/2016 2:00,9/25/2016 22:00,Hydro,162.2,0,TRUE,9/25/2016 22:00,22,25,9,2016
70898,9/26/2016 2:00,9/25/2016 22:00,Wind,2507.7,0.03,TRUE,9/25/2016 22:00,22,25,9,2016
70900,9/26/2016 2:00,9/25/2016 22:00,Other Renewables,608.8,0,TRUE,9/25/2016 22:00,22,25,9,2016
70901,9/26/2016 2:00,9/25/2016 22:00,Solar,1.9,0,TRUE,9/25/2016 22:00,22,25,9,2016
70906,9/26/2016 3:00,9/25/2016 23:00,Hydro,150,0,TRUE,9/25/2016 23:00,23,25,9,2016
70910,9/26/2016 3:00,9/25/2016 23:00,Other Renewables,598.2,0.01,TRUE,9/25/2016 23:00,23,25,9,2016
70911,9/26/2016 3:00,9/25/2016 23:00,Solar,2,0,TRUE,9/25/2016 23:00,23,25,9,2016
70913,9/26/2016 3:00,9/25/2016 23:00,Wind,2595.2,0.03,TRUE,9/25/2016 23:00,23,25,9,2016
70918,9/26/2016 4:00,9/26/2016 0:00,Hydro,148.9,0,TRUE,9/26/2016 0:00,0,26,9,2016
70920,9/26/2016 4:00,9/26/2016 0:00,Wind,2249,0.03,TRUE,9/26/2016 0:00,0,26,9,2016
70924,9/26/2016 4:00,9/26/2016 0:00,Other Renewables,587.6,0.01,TRUE,9/26/2016 0:00,0,26,9,2016
70925,9/26/2016 4:00,9/26/2016 0:00,Solar,2,0,TRUE,9/26/2016 0:00,0,26,9,2016
70928,9/26/2016 5:00,9/26/2016 1:00,Hydro,153.9,0,TRUE,9/26/2016 1:00,1,26,9,2016
70932,9/26/2016 5:00,9/26/2016 1:00,Other Renewables,589,0.01,TRUE,9/26/2016 1:00,1,26,9,2016
70933,9/26/2016 5:00,9/26/2016 1:00,Solar,1.9,0,TRUE,9/26/2016 1:00,1,26,9,2016
70935,9/26/2016 5:00,9/26/2016 1:00,Wind,2569.5,0.03,TRUE,9/26/2016 1:00,1,26,9,2016
70939,9/26/2016 6:00,9/26/2016 2:00,Hydro,154.8,0,TRUE,9/26/2016 2:00,2,26,9,2016
70943,9/26/2016 6:00,9/26/2016 2:00,Other Renewables,602.1,0.01,TRUE,9/26/2016 2:00,2,26,9,2016
70944,9/26/2016 6:00,9/26/2016 2:00,Solar,1.9,0,TRUE,9/26/2016 2:00,2,26,9,2016
70946,9/26/2016 6:00,9/26/2016 2:00,Wind,2774.7,0.04,TRUE,9/26/2016 2:00,2,26,9,2016
70950,9/26/2016 7:00,9/26/2016 3:00,Hydro,155,0,TRUE,9/26/2016 3:00,3,26,9,2016
70954,9/26/2016 7:00,9/26/2016 3:00,Other Renewables,591.1,0.01,TRUE,9/26/2016 3:00,3,26,9,2016
70955,9/26/2016 7:00,9/26/2016 3:00,Solar,2,0,TRUE,9/26/2016 3:00,3,26,9,2016
70957,9/26/2016 7:00,9/26/2016 3:00,Wind,2355.2,0.03,TRUE,9/26/2016 3:00,3,26,9,2016
70962,9/26/2016 8:00,9/26/2016 4:00,Hydro,153.8,0,TRUE,9/26/2016 4:00,4,26,9,2016
70964,9/26/2016 8:00,9/26/2016 4:00,Wind,2431.3,0.03,TRUE,9/26/2016 4:00,4,26,9,2016
70968,9/26/2016 8:00,9/26/2016 4:00,Other Renewables,613.4,0.01,TRUE,9/26/2016 4:00,4,26,9,2016
70969,9/26/2016 8:00,9/26/2016 4:00,Solar,2,0,TRUE,9/26/2016 4:00,4,26,9,2016
70972,9/26/2016 9:00,9/26/2016 5:00,Hydro,155.5,0,TRUE,9/26/2016 5:00,5,26,9,2016
70976,9/26/2016 9:00,9/26/2016 5:00,Other Renewables,639.3,0.01,TRUE,9/26/2016 5:00,5,26,9,2016
70977,9/26/2016 9:00,9/26/2016 5:00,Solar,1.8,0,TRUE,9/26/2016 5:00,5,26,9,2016
70979,9/26/2016 9:00,9/26/2016 5:00,Wind,1667,0.02,TRUE,9/26/2016 5:00,5,26,9,2016
70983,9/26/2016 10:00,9/26/2016 6:00,Hydro,236.1,0,TRUE,9/26/2016 6:00,6,26,9,2016
70987,9/26/2016 10:00,9/26/2016 6:00,Other Renewables,653.3,0.01,TRUE,9/26/2016 6:00,6,26,9,2016
70988,9/26/2016 10:00,9/26/2016 6:00,Solar,1.9,0,TRUE,9/26/2016 6:00,6,26,9,2016
70990,9/26/2016 10:00,9/26/2016 6:00,Wind,1919,0.02,TRUE,9/26/2016 6:00,6,26,9,2016
